,content,prob,Sentimental,Date
1337,"Banks face complaints over ATM closuresAn unnamed customer tries to process a financial transaction using  ' Galaxy S7 mobile payment service at an ATM in downtown Seoul, in this file photo. Korea Times fileBy Kim Yoo-chulATMs are on the decline as customers go digital. The country's leading lenders said Monday the numb  2018-07-02",0.8869502544403076,Negative,2018-07-02
1338," urges China to stop 'discriminatory treatment'By Kim Yoo-chul  is urging the Chinese government to stop its “discriminatory treatment” against its semiconductor and other businesses in China, company officials said Monday.“  requested the cancellation of some policies, which we believe are d  2018-07-02",0.7831622958183289,Negative,2018-07-02
1339," faces growing competition in steam closet market ' steam closet TROMM Styler / Courtesy of  By Baek Byung-yeulWhen   first introduced its steam closet  TROMM Styler, the home gadget received mixed responses from consumers. However, more consumers have discovered the conveniences of a closet that can steam   2018-07-01",0.8931590914726257,Positive,2018-07-01
1340," launches new budget Galaxy phone  launched the new Galaxy A6 budget smartphone Friday that costs 396,000 won ($355). / Yonhap  2018-06-29",0.869034469127655,Negative,2018-06-29
1341,"Firefighters appreciate 's thermal cameraA group of citizens, including firefighter Han Gyeong-seung, center in the back row, show a thermal camera for firefighters developed by  . / Courtesy of  By Yoon Ja-youngFirefighters jump into flames riing their lives to save someone; but the heroes also have m  2018-06-29",0.9515476226806641,Positive,2018-06-29
1342," taps Koo Kwang-mo as new CEOKoo Kwang-moKoo Kwang-mo, the son of  Group's late Chairman Koo Bon-moo, became a board member of the holding firm and its CEO on Friday, effectively becoming the fourth-generation leader of the family-controlled conglomerate.Koo, who was adopted by the late business tycoon so as to fulfill the 2018-06-29",0.9832503199577332,Positive,2018-06-29
1345,", Apple reach settlement over design disputeAn employee shows an Apple's iPhone 4s, left, and a 's Galaxy S3 at a mobile phone shop in Seoul. Apple and  have ended a years-long patent battle over copied iPhone design with an undisclosed settlement, according to a U.S. court filing on June 27. AFP-Yonhap  said T2018-06-28",0.8004719018936157,Negative,2018-06-28
1346,"Cuckoo, Amway 'poor' in sharing growthBy Yoon Ja-youngOriental Brewery, Cuckoo, Amway, and Tata Daewoo Commercial Vehicle are poor in sharing growth with small suppliers, while  ,  Telecom,  Motor and Kia Motors are doing their best to achieve win-win growth with their contractors.According to the 2017 Shared   2018-06-27",0.9586518406867981,Negative,2018-06-27
1347,"NPS hit for introducing stewardship codeConcerns growing over gov't control of private enterprisesBy Jhoo Dong-chanThe National Pension Service (NPS) is facing growing criticism for introducing a stewardship code, which many financial analysts say will do more harm than good to companies it has invested in. The analysts are expressing con  2018-06-26",0.803783655166626,Negative,2018-06-26
1348,"China ri' tops agenda for  GroupA birds-eye view of 's memory chip factory in Xian, China, is seen in this file photo. Korea Times fileBy Kim Yoo-chulHow to minimize the adverse effects of growing regulatory pressure from the Chinese government is at the top of the agenda for  ' corporate meeting from June  2018-06-25",0.8244033455848694,Positive,2018-06-25
1349,"T, KT,  vying for public safety network bizBy Baek Byung-yeulKorea's top mobile carriers, which secured their frequency bandwidths for 5G networks last week, are now vying for a public safety network project. The Ministry of the Interior and Safety is expected to issue a request for proposals (RFP) for construction and management of the nati  2018-06-24",0.7235280871391296,Positive,2018-06-24
1350,"SAP banks on 'intelligent enterprise' with Korean firmsSAP Korea Managing Director Lee Sung-youl answers questions during a news conference on its updated business strategy held at the Park Hyatt Hotel, southern Seoul, Thursday. Courtesy of SAP KoreaBy Kim Yoo-chulSAP Korea, the Korean subsidiary of Germany-based software company, is banking on “i  2018-06-21",0.9275778532028198,Positive,2018-06-21
1351," to compete with Amazon, Google on AI platformsBy Baek Byung-yeulAmid the rise of artificial intelligence (AI) technology,   has made a strong effort to beef up its presence in the sector.Since the Korean tech giant released its AI assistant Bixby last year,  has applied the AI to its products ranging from the firm's sig  2018-06-19",0.9187150597572327,Positive,2018-06-19
1352,"T, KT, U+ to speed up 5G infra constructionBy Jun Ji-hye Telecom (T), KT and  Uplus are now speeding up efforts to construct infrastructure for fifth-generation (5G) networks after securing bandwidth during a national frequency auction that ended Monday.To begin the world's first commercial 5G services in March 2019, the three firms ar  2018-06-19",0.9198628067970276,Positive,2018-06-19
1353,"FTC head draws fire from shareholders of chaebol unitsFTC Chairman Kim Sang-joBy Yoon Ja-youngMinority shareholders of  SDS are taking action against Fair Trade Commission (FTC) Chairman Kim Sang-jo as his comment pulled down prices of company shares. “Please dismiss FTC Chairman Kim Sang-jo who is transcending laws,” they requested   2018-06-19",0.9430269002914429,Negative,2018-06-19
1354,"China expected to approve D's $6.7 bil. OLED plantBy Kim Yoo-chulChina is expected to approve  Display's plan to build a cutting-edge organic light-emitting diode (OLED) display production facility in the southern Chinese industrial city of Guangzhou in the first week of July, a senior executive familiar with the matter told The Korea Times.&ldqu  2018-06-19",0.7515916228294373,Negative,2018-06-19
1355,"KT chairman faces arrest over illegal political fundingPolice sought an arrest warrant for the head of South Korea's major mobile carrier KT Corp. and three others on Monday for alleged involvement in the firm's illegal donations to lawmakers.Seven former and incumbent KT executives, including Hwang, have been booked on charges of embezzlement and viola2018-06-18",0.9105142951011658,Negative,2018-06-18
1357,"  goes for renewable energyRooftop solar panels are seen at  ' headquarters in Suwon, Gyeonggi Province. The company said Thursday it will expand the use of renewable energy in its operations. / Courtesy of  By Baek Byung-yeul  said Thursday it has decided to expand the us  2018-06-14",0.8869227170944214,Positive,2018-06-14
1359,", Huawei vie for 5G network market in Korea Uplus Vice Chairman and CEO Kwon Young-soo, second from right, takes a look at 5G network equipment developed by Huawei at this year’s Mobile World Congress in Barcelona, Feb. 28. / Courtesy of  UplusBy Baek Byung-yeulThe much hyped auction for frequencies for fifth-generation (5G) networ  2018-06-13",0.9720160365104675,Negative,2018-06-13
1360, QLED TV captivates gamers at E3 2018Gamers play video games on  ' 75-inch QLED TVs during the ongoing Electronic Entertainment Expo (E3) at the Los Angeles Convention Center. / Courtesy of    2018-06-13,0.9429944753646851,Positive,2018-06-13
1362," sets to introduce foldable mobileBy Kim Yoo-chulFoldable phones are coming ― it's only a matter of time ― and   will be the first company in the world to put one on the market, possibly as soon as next year.Analysts covering   said Tuesday the company plans to release a Galaxy-branded “fold  2018-06-12",0.8795064687728882,Positive,2018-06-12
1363,"[ED] China's probes into semiconductorsBeijing reveals ambition to prop up own industryThe Chinese government is investigating a case of suspected price-fixing by foreign memory chipmakers, including   and   of Korea, and Micron Technology of the U.S. According to news reports, investigators from China's antitrus  2018-06-08",0.8490899801254272,Negative,2018-06-08
1365,"MB denies charges in corruption trialBy Kang Seung-wooFormer President Lee Myung-bak rejected Monday the prosecution's accusations that he had owned land in southern Seoul, the sale proceeds of which were siphoned off to purchase shares in auto parts firm DAS. Former President Lee Myung-bakLee is suspected of embezzling about 35 billio  2018-06-04",0.7229597568511963,Negative,2018-06-04
1368," to unveil MicroLED TVs in Q3A prototype of  ' “The Wall” MicroLED TV is seen in this file photo. Courtesy of  By Kim Yoo-chulAfter unveiling its new MicroLED TV technology at CES 2018,  could now be ready to release the first commercial sets in the third quarter of the yea  2018-06-04",0.8738166093826294,Positive,2018-06-04
1369,"More consumers lukewarm about new smartphonesBy Baek Byung-yeul  rolled out its new high-end  G7 ThinQ smartphone here, May 18. Though the phone has received positive reviews from media and early adopters, fewer people are buying new smartphones, according to a source, Wednesday.The source said Korea's top three mobile carriers   2018-06-03",0.875236988067627,Positive,2018-06-03
1371,"Semiconductors lift Korea's overall exportsBOK Governor Lee Ju-yeol answers questions at a recent press conference at the bank's headquarters in downtown Seoul. Korea Times fileBy Kim Yoo-chulIt's no exaggeration to say the continued semiconductor boom is contributing a lot to the national economy, but some economists worry that the sector i  2018-06-01",0.893267035484314,Positive,2018-06-01
1375,",  named among top 10 brands in Africa/ YonhapSouth Korea's major tech giants,   Co. and   Inc., were named as two of the most admired brands in Africa this year, an industry tracker said Thursday.According to the latest ""Most Admired Brand in Africa"" report released by Brand Africa,   to2018-05-31",0.966832160949707,Positive,2018-05-31
